kod;warp;tip;deger;tarih;cip;cm;en;gr;Comp;A1;A11;A111;A1111;A2;A22;A222;A2222;A3;A33;A333;A3333;A4;A44;A444;A4444;A5;A55;A555;A5555;A6;A66;A666;A6666;A7;A77;A777;A7777;A8;A88;A888;A8888;PÇ;P2;P2B;P2F;P3;P3B;P3F;P4;P4B;P4F;P5;P5B;P5F;P6;P6B;P6F;P7;P7B;P7F;P8;P8B;P8F;P9;P9B;P9F;P10;P10B;P10F;SAT_A;SAT_B;SAT_C;SAT_D;SAT_E;SAT_F;SAT_G;SAT_H;SAT_I;SAT_J;SAT_K
359010;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;350;28;;300 DEN FDY RENKLÝ;350;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359024;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;35,0/cm;;;;300 DEN FDY RENKLÝ;288;35;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;288;35;;150 DEN ÇEKEN ;144;35;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,93 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;349 gr;1,29 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359048;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;440;28;;300 DEN FDY RENKLÝ;440;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359056;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;520;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;520;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359063;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;580;28;;300 DEN FDY RENKLÝ;580;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359064;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;480;28;;300 DEN FDY RENKLÝ;480;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359075;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;380;28;;300 DEN ÇEKEN ;380;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;155 gr;0,57 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359103;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;500;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;254 gr;0,94 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359104;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;280;23;;PARLAK TAKVÝYESÝZ SÝM;40;23;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;231 gr;0,91 $;KESME;0,12  $;0,12 $;;;;;;;;;;;;;;;;;;;;;;;;;;
359108;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;300;23;;PARLAK TAKVÝYESÝZ SÝM;30;23;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;238 gr;0,92 $;KESME;0,12  $;0,12 $;;;;;;;;;;;;;;;;;;;;;;;;;;
359110;CZ00080;MLP30;;;(080) MILPA 30'lu;20,0/cm;305cm;183m²;;300 DEN 144 F HAVA JET LÝNEN LÝKE;750;20;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;350;20;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;1,00 $;ÇÖZGÜ ÝPLÝK;309 gr;0,93 $;ATKI ÝPLÝK;250 gr;0,82 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359111;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;460;23;;PARLAK TAKVÝYESÝZ SÝM;66;23;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;231 gr;0,91 $;KESME;0,12  $;0,12 $;;;;;;;;;;;;;;;;;;;;;;;;;;
359113;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;300;23;;PARLAK TAKVÝYESÝZ SÝM;36;23;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;235 gr;0,91 $;KESME;0,12  $;0,12 $;;;;;;;;;;;;;;;;;;;;;;;;;;
359117;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;660;23;;PARLAK TAKVÝYESÝZ SÝM;80;23;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;235 gr;0,91 $;KESME;0,12  $;0,12 $;;;;;;;;;;;;;;;;;;;;;;;;;;
359120;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;240;23;;PARLAK TAKVÝYESÝZ SÝM;24;23;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;238 gr;0,92 $;KESME;0,12  $;0,12 $;;;;;;;;;;;;;;;;;;;;;;;;;;
359121;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;520;23;;PARLAK TAKVÝYESÝZ SÝM;68;23;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;233 gr;0,91 $;KESME;0,12  $;0,12 $;;;;;;;;;;;;;;;;;;;;;;;;;;
359122;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;400;23;;PARLAK TAKVÝYESÝZ SÝM;56;23;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;232 gr;0,91 $;KESME;0,12  $;0,12 $;;;;;;;;;;;;;;;;;;;;;;;;;;
359132;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;450;28;;300 DEN FDY RENKLÝ;450;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359133;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;360;28;;300 DEN FDY RENKLÝ;360;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359145;CZ00040;0;;;(040) 75 IMG 60'lý;43,0/cm;;;;150 DEN 288 F MÝCRO TEKS;400;43;;150 DEN 288 F MÝCRO TEKS;400;43;;1200 DEN 288 F IMG YARIMAT;200;43;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;2,37 $;ÇÖZGÜ ÝPLÝK;164 gr;0,38 $;ATKI ÝPLÝK;616 gr;1,33 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359155;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;1200;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359156;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;26,0/cm;;;;300 DEN FDY RENKLÝ;1200;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,43 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;288 gr;1,07 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359158;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;440;28;;300 DEN FDY RENKLÝ;440;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359160;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;360;28;;300 DEN FDY RENKLÝ;360;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359163;0;;;;;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;28;28;;300/96 DEN PES FDY PARLAK RENKLÝ;28;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;#YOK;;ÇÖZGÜ ÝPLÝK;;;ATKI ÝPLÝK;001 gr;0,02 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359165;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;23,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;520;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,27 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;254 gr;0,94 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359168;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;660;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;660;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359170;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;7840;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359171;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;1420;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359173;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;160;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;200;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;160;28;;300 DEN FDY RENKLÝ;520;28;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359175;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;900;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359178;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;320;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;320;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359180;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;32,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;430;32;;8/1 NE PAMUK (TELEFLÝ);430;32;;1200 DEN 288 F IMG YARIMAT;215;32;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;1,60 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;772 gr;1,78 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359181;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;60,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1156;60;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1156;60;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1156;60;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1156;60;;1200 DEN 288 F IMG YARIMAT;578;60;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;3,00 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;925 gr;2,95 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359182;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;42,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1080;42;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1080;42;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1080;42;;1200 DEN 288 F IMG YARIMAT;540;42;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;2,10 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;694 gr;2,14 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359183;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;42,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1140;42;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1140;42;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;1140;42;;1200 DEN 288 F IMG YARIMAT;542;42;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;2,10 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;685 gr;2,13 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359184;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;32,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;510;32;;8/1 NE PAMUK (TELEFLÝ);510;32;;1200 DEN 288 F IMG YARIMAT;255;32;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;1,60 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;772 gr;1,78 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359185;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;32,0/cm;;;;8/1 NE PAMUK (TELEFLÝ);920;32;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;920;32;;1200 DEN 288 F IMG YARIMAT;460;32;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;1,60 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;772 gr;1,78 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359190;0;;;;;28,0/cm;;;;300/96 DEN PES FDY PARLAK RENKLÝ;28;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;#YOK;;ÇÖZGÜ ÝPLÝK;;;ATKI ÝPLÝK;000 gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359193;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;420;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;420;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359194;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;350;28;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;350;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359196;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;220;28;;300 DEN FDY RENKLÝ;220;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359201;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;38,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;740;38;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;740;38;;1200 DEN 288 F IMG YARIMAT;370;38;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;1,90 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;703 gr;2,06 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359204;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN FDY RENKLÝ;2040;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359206;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;30,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;860;30;;MAT TAKVÝYESÝZ SÝM;860;30;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,65 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;212 gr;0,62 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359207;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;4270;28;;MAT TAKVÝYESÝZ SÝM;4270;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;198 gr;0,57 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359215;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;38,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;500;38;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;500;38;;1200 DEN 288 F IMG YARIMAT;250;38;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;1,90 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;703 gr;2,06 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359216;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;38,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;456;38;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;75;38;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;74;38;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;74;38;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;74;38;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;74;38;;;;;;;;;;% -100;JAKAR;0,050 $;1,90 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;701 gr;2,06 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359226;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;4550;28;;300 DEN FDY RENKLÝ;4550;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359231;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;525;28;;300 DEN FDY RENKLÝ;525;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359232;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;520;28;;300 DEN FDY RENKLÝ;520;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359233;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;32,0/cm;;;;8/1 NE PAMUK (TELEFLÝ);430;32;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;430;32;;1200 DEN 288 F IMG YARIMAT;215;32;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,050 $;1,60 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;772 gr;1,78 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359234;CZ00028;IMG60;;;(028) IMG 60'lý 100 IMG;32,0/cm;;;;8/1 NE PAMUK (TELEFLÝ);430;32;;1200 DEN 288 F IMG YARIMAT;215;32;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;203;32;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;132;32;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;65;32;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;30;32;;;;;;;;;;% -100;JAKAR;0,050 $;1,60 $;ÇÖZGÜ ÝPLÝK;231 gr;0,47 $;ATKI ÝPLÝK;772 gr;1,78 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359235;CZ00034d;TFT60;;;(034d) TAFTA 60'lý 150 Turlu;28,0/cm;;;;300 DEN 96 F PES TEKS PARLAK RENKLÝ;4550;28;;300 DEN FDY RENKLÝ;4550;28;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;0,055 $;1,54 $;ÇÖZGÜ ÝPLÝK;342 gr;1,33 $;ATKI ÝPLÝK;310 gr;1,15 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359236;CZ00080;MLP30;;;(080) MILPA 30'lu;23,0/cm;305cm;196m²;;300 DEN 144 F HAVA JET LÝNEN LÝKE;860;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% 9;JAKAR;0,050 $;1,15 $;ÇÖZGÜ ÝPLÝK;309 gr;0,93 $;ATKI ÝPLÝK;289 gr;0,90 $;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359237;0;;;;;23,0/cm;;;;300/144 DEN PES HAVA JET LINEN LIKE;860;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;#YOK;;ÇÖZGÜ ÝPLÝK;;;ATKI ÝPLÝK;000 gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
359238;0;;;;;23,0/cm;;;;300/144 DEN PES HAVA JET LINEN LIKE;860;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;% -100;JAKAR;#YOK;;ÇÖZGÜ ÝPLÝK;;;ATKI ÝPLÝK;000 gr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
